CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Suvarnapuram B.O,532243,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.8486660,84.5038611
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Tallabhadra B.O,532243,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.8486660,84.5038611
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Loharibanda BO,532243,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.856,84.5563
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Deppilugonapaputtuga B.O,532312,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,19.1174110,84.6861944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Dharmapuram B.O,532312,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,19.1174110,84.6861944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Edupuram B.O,532312,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,19.1174110,84.6861944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Haripuram B.O,532312,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,19.1174110,84.6861944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Karapadu B.O,532312,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,19.1174110,84.6861944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kesupuram B.O,532312,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,19.1174110,84.6861944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Peddakojjiria B.O,532290,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.9756667,84.5805277
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Anthrakudda B.O,532222,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2962500,83.8936944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Boddapadu B.O,532222,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2962500,83.8936944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Chinabadam B.O,532222,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2962500,83.8936944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Dokulapadu B.O,532222,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2962500,83.8936944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kapaskudda B.O,532322,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,19.0113611,84.6902500
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Rajapuram B.O,532322,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,19.0113611,84.6902500
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Silagam B.O,532322,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,19.0113611,84.6902500
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Danta B.O,532195,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5185277,84.1520550
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kamalanabhapuram B.O,532195,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5185277,84.1520550
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kakarapalli B.O,532195,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2978,83.8987
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Talatampara B.O,532292,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.9517770,84.6317220
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Siriakhandi B.O,532215,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7695566,84.1688611
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Vasundhara B.O,532215,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7695566,84.1688611
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Venkatapuram B.O,532215,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6991,84.2274
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Sarubujjili B.O,532458,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2962500,83.8936960
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kambalarayudupeta B.O,532218,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6661110,84.3686380
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kondavooru B.O,532218,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6661110,84.3686380
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Pathatekkali B.O,532218,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6661110,84.3686380
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Brc Puram B.O,532284,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.9460550,84.5854444
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Jalantrakota B.O,532284,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.9460550,84.5854444
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Narasingupalli B.O,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068333,84.2365550
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Parasurampuram B.O,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068333,84.2365550
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Lingalavalasa B.O,532123,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.4554166,83.7517770
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Deenabhandupuram B.O,532215,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7261,84.1725
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kerasingi BO,532215,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7395,84.2252
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Poleru B.O,532291,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,19.0006944,84.5674166
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Sailada B.O,532212,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.618,84.3391
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kothalingudu B.O,532211,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2962500,83.8936944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Lakkivalasa B.O,532211,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5771660,83.8936944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Bharanikota BO,532221,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7949,84.3033
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Komaraltada B.O,532218,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6661110,84.3686380
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Reyyipadu B.O,532218,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6661110,84.3686380
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Singuru BO,532218,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6199,84.3705
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,UG Puram BO,532218,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6511,84.3736
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Palasapuram B.O,532284,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.9460550,84.5854444
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Bhogabeni BO,532284,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.9877,84.555
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Pedalavunipalli B.O,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068333,84.2365550
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Sasanam B.O,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068333,84.2365550
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Siddhantham B.O,532458,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2962500,83.8936944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Telikipenta B.O,532458,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2962354,83.8936944
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Vondrajola B.O,532458,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.8936954,83.8936954
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Govindapuram B.O,532123,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.4554657,83.7518570
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Mamidipalli B.O,532123,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.4554166,83.7517770
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,KOTTAPALLI,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6118410,84.1387940
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,LINGALAVALASA,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6058540,84.1566190
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,NARSIPURAM,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068337,84.2365558
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Bhagavanpuram BO,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.4996,83.7591
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,POLAVARAM,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068332,84.2365552
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Baddumarri BO,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6315,84.1264
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Mamidivalasa B.O,532123,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.4554185,83.7517750
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sankili B.O,532440,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.7434000,18.5618000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Tampatapalli B.O,532440,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.7228000,18.5968000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Vatapagu B.O,532440,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.7057000,18.6339000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Voni B.O,532440,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.7654000,18.6303000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sambham B.O,532443,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.8518000,18.6434000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Rajulagumada B.O,532461,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.5782000,18.6337000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Talagam B.O,532461,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6011000,18.6475000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kottisa B.O,532461,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.5782000,18.6337000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Gumada B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.7603000,18.7351000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kadakella B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.7603400,18.7355000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kambara B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.5866000,18.7138000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Killada B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6868000,18.7638000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Narsipuram B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.4038000,18.7397000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Pedapolla B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6870000,18.7637000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Pubbada B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6868000,18.7636000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Regulapadu B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6427000,18.6699000
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Temburu B.O,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068333,84.2365550
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,GUDEM,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068333,84.2365550
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Ayodhyapuram B.O,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6205,84.2611
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,VENUGOPALAPURAM,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068331,84.2365551
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Seethapuram B.O,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068333,84.2365550
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,NANDIGAM,532203,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6068337,84.2365562
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Adavaram B.O,532440,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.7619000,18.5294000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kondapuram B.O,532440,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.7714000,18.5910000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Purli B.O,532440,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.7691000,18.5650000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Sivvam B.O,532461,BO,Non Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6200000,18.6274000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Vangara B.O,532461,BO,Non Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6082000,18.6185000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Donubai B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.7242000,18.7426600
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Titukupai B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6869000,18.7637000
Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Vanduva B.O,532460,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,83.6407000,18.6484000
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Singidi B.O,532456,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2400000,83.9100000
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Guttavilli B.O,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5191333,83.7993066
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Javam B.O,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5191222,83.7993055
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Khandyam B.O,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5191332,83.7993055
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Neelampeta B.O,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.8190033,83.7993049
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Thotavada B.O,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5191290,83.7993044
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Annampeta BO,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.514,83.8725
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Thogaram B.O,532484,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.3523785,83.8586956
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Vanjangi B.O,532484,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.3523856,83.8585985
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Lankam BO,532484,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.371,83.9036
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Akulatampara B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707501,83.9503054
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Bhagiradhipuram B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707499,83.9503045
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Padali B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707456,83.9503055
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Borubhadra B.O,532214,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5836120,83.9035220
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Peddaseedhi B.O,532214,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5836300,83.9035850
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Romadala B.O,532214,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5836500,83.9035600
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,KOMMANAPALLI,532214,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6964360,83.9815740
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Ghanasara B.O,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7789444,83.8815360
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Gunabhadra B.O,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7789444,83.8815850
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Haddubangi B.O,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7789405,83.8815740
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Korama B.O,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7789442,83.8815920
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Marripadu B.O,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7789444,83.8815740
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Parapuram B.O,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7789450,83.8815960
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Peddadimili B.O,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7789445,83.8815450
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Puliputti B.O,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7789465,83.8815320
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Sirusuvada B.O,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7789425,83.8815940
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Gurandi B.O,532456,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7832245,83.8737774
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Loharijola B.O,532456,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7832264,83.8737774
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Togiri B.O,532427,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5439167,84.0132776
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Yalamanchili B.O,532427,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5439166,84.0132776
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Belamam B.O,532484,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.3523887,83.8585990
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Ragolu B.O,532484,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.3523855,83.8585895
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Labba B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707599,83.9503030
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Tulagam B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6704561,83.9503056
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Tungatampara B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707512,83.9503055
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Somarajapuram B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7711,83.968
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Challavanipeta B.O,532432,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707456,83.9503045
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Gotivada B.O,532432,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5110232,84.0390114
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Gonepadu B.O,532458,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2936325,83.8936450
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Bhamini B.O,532456,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.9099410,83.8185630
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Manumakonda BO,532456,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.9962,83.772
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Bhadri B.O,532427,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5439156,84.0132777
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Timadam B.O,532427,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5439166,84.0132776
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Lakkupuram B.O,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5191322,83.7992956
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Peddapeta BO,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5581,83.8079
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Modallavalasa B.O,532484,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.3523878,83.8585456
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Tadivalasa B.O,532484,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.3523884,83.8585985
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Gurandi B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707499,83.9503098
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kommuvalasa B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707588,83.0305589
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kondaragolu B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707545,83.9504562
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Karavanja B.O,532432,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5110245,84.0395624
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Chennaivalasa BO,532432,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5016,83.9929
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Dhanupuram B.O,532214,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5836500,83.9034500
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kallata B.O,532214,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5837700,83.9035450
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Baleru B.O,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7789400,83.8815000
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Putikavalasa BO,532455,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7582,83.8003
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Chintalabadavanja B.O,532458,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2962500,83.8936420
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kadagandi B.O,532458,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2967566,83.8936754
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Peddakota B.O,532458,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.2962630,83.8936452
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Maniga BO,532456,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.9141,83.7651
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Kommanapalli B.O,532427,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5439166,84.0132777
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Allena B.O,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5191332,83.7993055
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Labham B.O,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5191222,83.7993056
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Mamidivalasa B.O,532445,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.5191311,83.7992995
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Gudem B.O,532484,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.3524885,83.8585492
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Thotada B.O,532484,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.3523856,83.8585895
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Gulumuru B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707545,83.9503098
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Irapadu B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707456,83.9504125
Andhra Pradesh Circle,Visakhapatnam Region,Srikakulam Division,Neradi B.O,532459,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.6707598,83.9502956
